"slope" "intercept"
-1.09602029377507 2.45971903308491
-1.08003449082459 2.4574356998356
-1.05575028052101 2.45085915755322
-1.05778169571646 2.45330330816013
-1.0787311861935 2.45713381508404
-1.0942656851786 2.46117799490342
-1.0569573001912 2.45435172736546
-1.04681587587616 2.45099342963592
-1.06891082014027 2.45687650787356
-1.04697236833883 2.45260844741937
-1.09200811591484 2.46035485365922
-1.07165442555913 2.45427115399655
-1.10179772002858 2.46106776008036
-1.09083843818754 2.45901804657899
-1.08583299690952 2.45485488022404
-1.08847492260536 2.45754490606209
-1.06944494214419 2.45715860651483
-1.09328907530476 2.45667105851507
-1.06665642773592 2.45922113074983
-1.06835175457506 2.45450107902829
-1.04920597047962 2.45421960051305
-1.09312033320748 2.46127510363554
-1.06449339983085 2.45019260408909
-1.08432516720089 2.45991380980353
-1.0733866830852 2.45694590104322
-1.08908309819902 2.4602970420029
-1.10386188459388 2.46501899517928
-1.07690087902656 2.45870071407233
-1.06242696492338 2.45387336656666
-1.09861453753412 2.46052495254552
-1.0691851099838 2.45598825445293
-1.04560484548897 2.44942607581096
-1.0898091659058 2.45746991237335
-1.06385082651421 2.45501228173465
-1.07821511858683 2.45830285550573
-1.07409591224196 2.45548826913281
-1.09624191799285 2.45740370178704
-1.06003012375585 2.45447895043247
-1.07979851805479 2.45772107766543
-1.08406748277028 2.45424207617953
-1.05054465979425 2.45393538716727
-1.03664058415987 2.45228857296459
-1.07173732079484 2.45434896180823
-1.08397245477674 2.45836967482732
-1.07045956456995 2.45494123057503
-1.06927702243203 2.45973611293167
-1.08323903661471 2.45917838808454
-1.07956209619645 2.45856624553558
-1.07595135671066 2.45656510705683
-1.07648211360753 2.45724980299096
-1.10485507057534 2.45696611163474
-1.08453828908047 2.4594661021577
-1.07560708497032 2.45511209808922
-1.06664625993464 2.45331174377587
-1.07383920678698 2.45911506745128
-1.08046458841524 2.4596479931477
-1.0630613771305 2.45466539085653
-1.14219001043801 2.46201544354903
-1.09704369046171 2.45944078858283
-1.08271442419407 2.45831362883187
-1.05026521028502 2.45109726031769
-1.05148577899321 2.45158032334468
-1.09069457154254 2.46366337383219
-1.06641147032388 2.45520714076323
-1.06881384564432 2.45631446959774
-1.10416007862741 2.45980650537875
-1.0616876707384 2.45246971893
-1.06888188707507 2.45457848467593
-1.0622356638354 2.45631527974222
-1.04712209015831 2.45275701334383
-1.1256285190274 2.47033111912505
-1.04297021524429 2.44892844465297
-1.08060249479353 2.45841391340051
-1.0917384354267 2.45846378966466
-1.07141118170777 2.45568486204166
-1.07065015419233 2.45777923462238
-1.08447396435699 2.45302545420673
-1.06423597732951 2.45159528216555
-1.06513836022178 2.4550141228507
-1.0829201228263 2.45760680281111
-1.07645524465669 2.45419594468822
-1.0668387401144 2.45870025797004
-1.09358719504908 2.46091589556313
-1.0713623112154 2.45821981329567
-1.09716066009397 2.46160939671149
-1.09359704264351 2.46040954166716
-1.08983756086524 2.45988405137882
-1.12585381059339 2.46279453298923
-1.11166638189307 2.45816972530302
-1.07686619771041 2.4571703950059
-1.0665361280461 2.45748624928251
-1.08251808175536 2.45822981345456
-1.09660468743847 2.46193814823054
-1.10373760575122 2.45802840704331
-1.10624730537043 2.46063553722933
-1.06976253040839 2.45326473733333
-1.07203492997892 2.45510491554166
-1.06649232070603 2.45261399468274
-1.076927962298 2.45938307589674
-1.09496927424574 2.45960145876455
-1.10312043936741 2.46074122448472
-1.07104458565951 2.45739378478302
-1.09710102119054 2.4574612616276
-1.07716433459551 2.45722762198659
-1.07348873605642 2.45795063543558
-1.08870015431372 2.45995052557126
-1.11291014828953 2.4634799263116
-1.05669261940746 2.45378660587413
-1.08232745015976 2.46126559043203
-1.07694209377181 2.46041192737984
-1.0445532522275 2.45579781405894
-1.05412985892761 2.45211467057927
-1.08472544468455 2.4601967743049
-1.08973174031768 2.45682743466707
-1.07993413596441 2.45643079270002
-1.07259343180485 2.4579399079627
-1.11057706480874 2.46422277473253
-1.07299630104148 2.45389004019825
-1.05915555742358 2.45081312328143
-1.08376420708679 2.45898894381454
-1.04829534871845 2.45146714353871
-1.12240883934021 2.46403022756252
-1.11102070383919 2.46098994038046
-1.05995011295414 2.45242025362632
-1.13781361247621 2.46815002064609
-1.08757127063031 2.45878809953151
-1.07045194382029 2.45648610724816
-1.10899702234994 2.46188930755422
-1.09300475310941 2.46125814322537
-1.10873559036741 2.46390517601057
-1.07415064941195 2.45692329368872
-1.08201613107512 2.45930322796449
-1.08371381426789 2.45944764238822
-1.06421776738274 2.45293935421048
-1.09419587945603 2.45847956811884
-1.07897487934675 2.45615360160171
-1.05554913138865 2.45394026703496
-1.06680728464805 2.45650050916524
-1.10439467363514 2.46150833811215
-1.06205884421573 2.4505483201788
-1.03698930157096 2.45075595532216
-1.07744455901735 2.46035098647639
-1.09603456648151 2.45671138910267
-1.08240176583225 2.45777242699697
-1.07002530475781 2.45321314765039
-1.09453287319773 2.46526081355536
-1.05982872940889 2.45656054553768
-1.08980810987281 2.46305883759682
-1.0550245182514 2.45249438097128
-1.07556513878232 2.45562700721236
-1.04757207538795 2.45240616226625
-1.08981335385474 2.45528064912069
-1.08058996921313 2.45834381572292
-1.09108610606919 2.45795361433191
-1.06648201102416 2.45380545520761
-1.10165260066586 2.45965421112416
-1.04548541735744 2.45308386951612
-1.11213903880761 2.46032260137036
-1.10997580365512 2.46291055736596
-1.069904058283 2.45357161077401
-1.05678851310204 2.45477282444955
-1.0550133120268 2.45547572284285
-1.10739179269161 2.46251729867875
-1.09039718356276 2.45832782476226
-1.06527790532221 2.45663315726126
-1.07705802880007 2.45694346331406
-1.0710826260623 2.4568623478369
-1.07303642467985 2.45336638965048
-1.09575816095732 2.45874619851623
-1.08917934023516 2.45793650704255
-1.04992894398271 2.45270128335887
-1.10404070463972 2.45875716043059
-1.10958216389348 2.46092122215835
-1.13134238264574 2.46420236162925
-1.06922997698723 2.45427617421912
-1.0521457462195 2.45496133789
-1.08466958998038 2.46181417249826
-1.06474300570189 2.45532426293802
-1.09161135434693 2.4596218881421
-1.10287600474382 2.46050369921693
-1.06863952935589 2.45601928356691
-1.08627455281243 2.45501529492437
-1.07715889087028 2.46123546847393
-1.07618332783243 2.45716670274249
-1.0986601347065 2.46392233073575
-1.0629268592056 2.45910130652919
-1.08595190259343 2.45912587418625
-1.07227428433239 2.4542777446983
-1.09797453635964 2.46144672040904
-1.09040839104596 2.46015684305067
-1.07656555270363 2.4569843754332
-1.0612515861194 2.45496095180957
-1.06043198858023 2.4559313133916
-1.08680765867363 2.45660562531322
-1.04912498500761 2.45518964622809
-1.08506934308844 2.46155001431207
-1.064165912194 2.45474388751989
-1.0946249217798 2.46233113399061
-1.08782408951553 2.46045840623737
-1.08189299738197 2.45777849565215
-1.11024702058093 2.45986144231621
-1.07375136053345 2.45725654915378
-1.11696497318335 2.4641509082221
-1.07945493753669 2.46239040928166
-1.07313918580303 2.45197647647189
-1.0867718223657 2.46117540705787
-1.08515631668486 2.46014401679146
-1.08716378633882 2.46203939899571
-1.08203820519225 2.45462310107979
-1.06952926272958 2.45756978135642
-1.0495390150453 2.45365263025146
-1.08759363625468 2.4597753559566
-1.05953510532868 2.45358868640014
-1.07878432823563 2.45736412497088
-1.10420825676488 2.46397204464466
-1.12853783005166 2.46144081634711
-1.08030560752787 2.45257422377495
-1.11384116750451 2.46036448950442
-1.0810677374828 2.4593995154672
-1.08531444673587 2.45721661841336
-1.09759362985443 2.4575158583683
-1.06314896031679 2.45769930600731
-1.08139752471062 2.45909026963493
-1.07452369264274 2.45974636537787
-1.10451829477298 2.46094611682688
-1.08115404121928 2.45746100600244
-1.10307967694114 2.46637914948926
-1.07722202791118 2.45437247523351
-1.06728327916611 2.45804850324529
-1.07389629366212 2.45443585575264
-1.0925966558667 2.46267827158806
-1.07746166939519 2.45987228443532
-1.1032938199981 2.46102915341108
-1.13009661244366 2.4675135014291
-1.09828760906854 2.46099974447232
-1.08232384329785 2.45798573266332
-1.05176789922236 2.45074536721132
-1.08507023002399 2.45888076959711
-1.06064829791721 2.45744353701418
-1.09149641533446 2.46131563388531
-1.08032387112175 2.45822377991603
-1.09174659235283 2.45866502979985
-1.06010195437787 2.45496901148441
-1.11360247192178 2.4659840897846
-1.08932974562111 2.45910748402562
-1.06691852952274 2.45719225833222
-1.10365432399493 2.46172369940596
-1.06510952942195 2.45223076569622
-1.08961655759498 2.45699746256535
-1.08720296474892 2.4593397785495
-1.0736865279474 2.45672235071539
-1.0839715828693 2.45767063596685
-1.06970653438063 2.45729551926615
-1.04771299552899 2.45271886825724
-1.04987523646342 2.45344501598528
-1.03718675858005 2.45130239983328
-1.06639532200992 2.45657382276036
-1.09153213291541 2.45902251217865
-1.08408227406637 2.45931982287549
-1.09964493491999 2.46125883320499
-1.14821697980823 2.47178566955674
-1.08865239347553 2.46023437135335
-1.06512928783578 2.45093413898161
-1.09020625218275 2.45855376437911
-1.08521575838375 2.45852328391868
-1.06307969187879 2.45659483113595
-1.08641164866791 2.45855531756036
-1.09556610652532 2.46119950768926
-1.08082758603593 2.4601096382535
-1.07253211758271 2.45653878206852
-1.04181569594502 2.45252315758539
-1.08437250594606 2.45963806839403
-1.06427000297673 2.45435425114096
-1.07738082082018 2.45643080094043
-1.13025272395155 2.46730472634504
-1.08755206818728 2.4611196920459
-1.0830538867089 2.45800317719147
-1.07839736563525 2.4533956124819
-1.08565524708999 2.46072224659349
-1.11496705324656 2.46320975629524
-1.06589960599145 2.45829264573825
-1.10155352530289 2.46356076384813
-1.08924400961013 2.46614881636187
-1.06478395543576 2.4549074555348
-1.05398439136725 2.45370706988875
-1.0983802699551 2.4632154922932
-1.06458389796907 2.45597954457649
-1.0783502615434 2.45754070230811
-1.08452131857525 2.46209273339836
-1.06952813561123 2.4569462955015
-1.07265153777297 2.4558735902006
-1.06705687270532 2.45672920282234
-1.098812174347 2.46038233581914
-1.06765992148226 2.45482121598514
-1.08030385935617 2.45979134401083
-1.04607494999187 2.45271417410676
-1.07979690757853 2.45822461763131
-1.07260810667965 2.45622755205014
-1.09695433006718 2.46069420655755
-1.09799737806507 2.45918108444859
-1.07631128692563 2.45857105206299
-1.07050764781431 2.45266131640596
-1.06335076055908 2.45333835473397
-1.05331082307007 2.45232758075991
-1.05265596833515 2.45211451888127
-1.06546288881227 2.45212092984138
-1.10392356432469 2.46409922070097
-1.07421494918507 2.45985316435513
-1.11189212533893 2.46269439868257
-1.08717377943786 2.45975824584121
-1.0875769152228 2.4607368563653
-1.09602590191091 2.46240881439501
-1.10494765080096 2.45899736592217
-1.08165655002936 2.45588864678614
-1.07902133149175 2.45681251208932
-1.10597897536284 2.46170834897525
-1.11395020961071 2.46516146133051
-1.09072186607272 2.46007337736039
-1.09361079695434 2.45803317594711
-1.06431768042824 2.45699224803123
-1.04677503030224 2.45159370475158
-1.07097570553665 2.45412328353976
-1.03991862539826 2.45014121261073
-1.1036655700224 2.46184614696418
-1.04841544073851 2.45222799092847
-1.07021949441279 2.45526134314469
-1.0335826102166 2.4494507294611
-1.06153455707554 2.45569897882369
-1.04029116476665 2.45149689726435
-1.07046491188944 2.45789920559227
-1.07462769672309 2.45958237092267
-1.06215230398345 2.45383246120172
-1.10611291404447 2.46438886762601
-1.04789290339818 2.45176011175636
-1.07591474000842 2.45395102755546
-1.09137095087108 2.46028168568495
-1.06151049665852 2.45655019002173
-1.07631694263606 2.45757455660824
-1.0763721219136 2.45844904101685
-1.07663647408628 2.45908837236729
-1.08287085727293 2.45990652648923
-1.09962330194506 2.46045245056608
-1.06599772379516 2.45696269893743
-1.06469349407992 2.45461934514422
-1.08539657297677 2.46103061880924
-1.09676165783311 2.4591394606173
-1.07984365636738 2.46410379244527
-1.07644827507829 2.45681295324506
-1.06949939502765 2.45919634360973
-1.07258559500895 2.45988183536918
-1.09201348044472 2.45313698499159
-1.08249167760043 2.45953039135379
-1.0601927456791 2.45168906500865
-1.07086709332538 2.45888381431776
-1.063617255977 2.45196275225118
-1.09250035445727 2.45920870333365
-1.07548944810563 2.45557940065645
-1.09953449378824 2.46194842862281
-1.0739411171848 2.45555574277314
-1.07664259860528 2.45523378521056
-1.04794731759617 2.45463062122775
-1.07833645165966 2.4575308596052
-1.0912908852823 2.45754208729881
-1.07744310647569 2.45693638327989
-1.09439951720649 2.45777714160066
-1.05594105476486 2.45603316104377
-1.08061590827811 2.46131500384218
-1.08733403590844 2.45833486557502
-1.1193040756458 2.46476851538451
-1.09250617368994 2.45578538829917
-1.07007229094263 2.45693648627871
-1.08907636319349 2.4613552436817
-1.03464839522679 2.45137903945595
-1.05104071824424 2.45239663021071
-1.08137128901686 2.45473543077668
-1.07832173180556 2.45418292332644
-1.07050036768886 2.4531733177169
-1.12914510745138 2.46444510586324
-1.08002123811484 2.45709454026346
-1.05471970493014 2.45394692738535
-1.08908274765367 2.46173179052223
-1.0840281413022 2.46019119800981
-1.1006809023238 2.46254059474867
-1.07256042554016 2.4582155021502
-1.07083779346275 2.45510033547544
-1.07375389115132 2.45402366286438
-1.07947300324717 2.45788009453452
-1.07775447130813 2.45589582058322
-1.07951293675062 2.45282210660793
-1.08941141594987 2.46032941743933
-1.0881559011034 2.45855457030103
-1.07597925692424 2.45357823540042
-1.07356219694249 2.45700961955755
-1.09888912807311 2.46102666557612
-1.0730137068968 2.45351841769257
-1.11071594944189 2.46330636220085
-1.04765872465667 2.4561646243298
-1.07353203846937 2.45768243343226
-1.08158454343433 2.45912416376439
-1.09044547134855 2.45817921477901
-1.05870480158166 2.45558625557195
-1.07061653395924 2.45565193458206
-1.08732475286225 2.45393222041022
-1.08855999612996 2.4610189398193
-1.08873546800739 2.45615343644179
-1.0923860446433 2.46208877462143
-1.08965334219921 2.46049196740335
-1.05477565150792 2.45306067169298
-1.09619026350503 2.46057900662015
-1.06658880746996 2.45293069255478
-1.09379872940751 2.45928083558494
-1.08204121407628 2.45898001838092
-1.04732757736323 2.45385141656615
-1.06112899613015 2.45546307804029
-1.0762667378084 2.45913237133257
-1.0943132171767 2.45812184584965
-1.0858338284368 2.45736665712854
-1.08892945438591 2.45824654224488
-1.06756242680642 2.45741818747848
-1.05830551742166 2.45432226381019
-1.06687719447385 2.45678296657422
-1.08380840318383 2.45527803725545
-1.1130466329244 2.46310953318558
-1.08668598108903 2.45478073794007
-1.07741589129074 2.45670893665273
-1.09142601828753 2.45973274278742
-1.10140597072745 2.46104554192595
-1.09260255140931 2.46009654755961
-1.10075954649915 2.4583397916524
-1.10107368173107 2.46230090771978
-1.07654145282118 2.45370033549002
-1.08482916229654 2.46000818896524
-1.11394297032765 2.46321532890758
-1.11744508739234 2.45799625203157
-1.11127746568964 2.46139326206258
-1.06654648520633 2.45527670194919
-1.12044763440424 2.46335891439237
-1.09706233111058 2.45883949005336
-1.05452106141098 2.45236769733798
-1.08711300961168 2.45817647693723
-1.06764051529916 2.45918255389114
-1.12323650977462 2.46431122897791
-1.08690102348681 2.45919542168348
-1.04130601734197 2.45186583081257
-1.06643679212834 2.4540293138505
-1.07617623010259 2.45556527535786
-1.10052253407949 2.4610202889237
-1.02091630842187 2.45132970393116
-1.06909022656552 2.45431805205904
-1.07649314419352 2.45950181963515
-1.06638068442151 2.45687068993349
-1.11535944842462 2.46487935393567
-1.05372374900046 2.45516239879948
-1.09642852530682 2.46029537905299
-1.06170168817796 2.45301156595823
-1.08521074012315 2.45840370480651
-1.05847264402045 2.4570944408445
-1.08127229850428 2.46035021400909
-1.07152649761917 2.45309556332375
-1.04425412420253 2.44945489465316
-1.07252008320053 2.45718933124383
-1.09612430592872 2.46013259161463
-1.09503777668263 2.46046399794371
-1.05875201558402 2.4544294227722
-1.08698714794951 2.45662738810975
-1.08855076454516 2.45921796480781
-1.0798827220063 2.45741163331683
-1.03304208582991 2.4488143342654
-1.06177734441364 2.45399147651787
-1.06071567235737 2.45591631083359
-1.08056039072789 2.45815347849042
-1.04921669193543 2.45429628503291
-1.06262303553596 2.45270838713133
-1.06282287242884 2.44835203127653
-1.0744897293244 2.45487559132503
-1.08489799853601 2.4614700390688
-1.08276834543951 2.45788840754633
-1.0513901525818 2.4528466823508
-1.05957070591304 2.45348364619722
-1.05979236984526 2.45601389818665
-1.11416019368643 2.46082709527693
-1.08042561145391 2.45820173478848
-1.07502596756855 2.45118909458376
-1.09355131486689 2.46161717831726
-1.076223852389 2.45455258541338
-1.13921813415475 2.46520141761822
-1.1105890777165 2.46132154249018
-1.05245514931224 2.45239512633033
-1.07992849066283 2.45839639192105
-1.08363801043554 2.45656803971381
-1.12587742248772 2.46664153985633
-1.07436502931408 2.4612742454599
-1.05047451298629 2.4526023872396
-1.11000678232867 2.46077513850873
-1.06010545667741 2.45511909206551
-1.05436732551973 2.44991056845361
-1.06394212220625 2.45463016257722
-1.08588432205829 2.45874689991139
-1.10802974453237 2.46515649002313
-1.10983358235622 2.4650370887293
-1.09301366288074 2.4583319898465
-1.08019441708662 2.4607215859028
-1.07380818593764 2.45727673821091
-1.09533550417584 2.45858369117172
-1.12912592801384 2.4648602682651
-1.0423282848348 2.45024608737117
-1.07075698185757 2.45408466685575
-1.07917277214771 2.46016702985711
-1.05816497377287 2.45658335562991
-1.09067927443695 2.45761300887898
-1.11451703575474 2.46488289875593
-1.09544959140781 2.45947084556651
-1.12571416131997 2.46675987781359
-1.0722328326652 2.45598143303635
-1.0628764967103 2.45698144283543
-1.05305513419393 2.455799353791
-1.09504613032147 2.45958272072881
-1.05470407376414 2.45349585409282
-1.06076982492165 2.45112157761949
-1.07210930590969 2.45643376354797
-1.08465905027398 2.46204759344855
-1.06285232134938 2.45500041226746
-1.0931179137022 2.4596855503725
-1.08447730150291 2.46190282352179
-1.08708465378113 2.45804523558318
-1.08137337394901 2.45298010931385
-1.09375224356467 2.45929120767296
-1.07893466511671 2.455093021738
-1.09556183416993 2.45786946351585
-1.06124795978477 2.45748760564841
-1.05712817307427 2.45477324472364
-1.09199994248981 2.46239671040394
-1.07039343117104 2.45639479269448
-1.09913212122628 2.45991834992668
-1.09020550454443 2.45662298432486
-1.07082341241592 2.45078670366749
-1.09070410180586 2.45788210671377
-1.06456689968449 2.45248766330133
-1.07983621093958 2.45540124022977
-1.09098782537217 2.46053412749082
-1.07617202870149 2.45740968069542
-1.04110907544262 2.44903775448501
-1.10388308638796 2.45908631025868
-1.08152281097674 2.4580653958238
-1.06736122854689 2.45658945041682
-1.05852757687763 2.45287744948321
-1.09195075096144 2.45859281672371
-1.0717781339419 2.45998830126972
-1.08017733120429 2.45938231526193
-1.07094155405246 2.45659539931432
-1.11377381833394 2.46346206733951
-1.10594624456549 2.4624402768152
-1.09291693672482 2.46236990055895
-1.07184254517928 2.45681607707675
-1.0545386706145 2.45412290420734
-1.06261527778682 2.45971655296074
-1.04529964851254 2.45463716017213
-1.08944949456597 2.4574021182113
-1.07186961384108 2.45915061408316
-1.07840068344238 2.45518515968451
-1.08605531905644 2.4587842427844
-1.07798523758406 2.45937257523173
-1.08556366099621 2.45995122346096
-1.05031930475948 2.45034505663039
-1.07839371030448 2.45521732696962
-1.04554057466627 2.45085597688228
-1.08344072828489 2.46041488910021
-1.07258093669491 2.45562507858816
-1.1010690265473 2.46465533137171
-1.08310334461075 2.46104978301017
-1.10766886831363 2.46271425462755
-1.11780654013676 2.46436497044011
-1.08000746752731 2.45793599040466
-1.06129538354255 2.45313786790477
-1.09957959579395 2.45905408558306
-1.06261421905052 2.45504595270137
-1.07960881721848 2.45584599248536
-1.06851536791929 2.45388157053244
-1.04290115094936 2.45202599789503
-1.08885069630964 2.45790227828318
-1.07410073429065 2.45748439269636
-1.07357340326641 2.45663970095861
-1.12985215891155 2.46298134416943
-1.09635515208435 2.4579995045104
-1.08923451537806 2.45840993187001
-1.08184278711536 2.46060123400926
-1.08847685729162 2.45919367720333
-1.08583788944202 2.46073083834371
-1.0877661246936 2.46181605768943
-1.09799093946686 2.46193212909244
-1.08575759836947 2.45454734053744
-1.08641017100612 2.45896305588746
-1.11744557816731 2.46353372805721
-1.07833684663603 2.45779957392064
-1.08495015448556 2.45238906309754
-1.07852106091223 2.45564176901126
-1.0781599812407 2.45734677521376
-1.05419099687341 2.45619773817582
-1.0768200688317 2.45591199077149
-1.10855321824707 2.46853668780839
-1.09851349394537 2.45880281994888
-1.07088193030836 2.45167604750554
-1.09484004316425 2.46308475498914
-1.06554123687278 2.45463245433196
-1.05853158380773 2.45527750345418
-1.08688783843402 2.45794467276022
-1.09590729467293 2.46038727424631
-1.06302456725657 2.45339927549126
-1.07388870533639 2.4535792376943
-1.08310681296381 2.45967487372598
-1.04377801681147 2.45325081044663
-1.04211595188187 2.45544414335299
-1.1025971043282 2.4632938701117
-1.06349838149839 2.45867281841208
-1.05642313818947 2.45668689219077
-1.08238002660591 2.4531069197128
-1.10541024529098 2.46139040960689
-1.08408157185147 2.46323004892049
-1.08923162432072 2.46051045825519
-1.08403941814981 2.45677850053466
-1.0714122817249 2.45522472857949
-1.05853756268723 2.45484526413237
-1.08574525416842 2.4611141311064
-1.05790874153864 2.45394192959964
-1.07015696132949 2.45418710297296
-1.06291228223954 2.45381468638465
-1.04466820521701 2.44872597033557
-1.07930858477675 2.45793076841012
-1.06658559144366 2.45707037591087
-1.05796601376965 2.45333362963717
-1.07136218330955 2.456131399458
-1.10565735483879 2.45917201271227
-1.07852812709141 2.45932946859272
-1.08847582440692 2.45887069972612
-1.0821184307102 2.45678562832603
-1.10203978268922 2.45733581591724
-1.09068693599563 2.45932447787552
-1.08747131535116 2.45608933807553
-1.08067660047622 2.45523319110619
-1.10189251929938 2.46017730961244
-1.1078457791499 2.46317900346812
-1.08838403776505 2.45932157850591
-1.0920469443904 2.45963353991835
-1.07300451604284 2.45458987036375
-1.07625371156613 2.45773479966476
-1.1268526985106 2.46251415808979
-1.08558278487358 2.45447246736993
-1.1145470720085 2.46286962330553
-1.09667770830399 2.4617905830057
-1.07535072767341 2.45621315127435
-1.0701404925017 2.45524619004246
-1.04948708405945 2.45528690357983
-1.09709969282622 2.46135308478225
-1.07041991464902 2.4551311863289
-1.04408972411605 2.45259520288777
-1.0638394553558 2.45421219799861
-1.050027633273 2.45090116029209
-1.0704401539507 2.4569726512508
-1.10510299315711 2.46336094405284
-1.09417772183761 2.45966972512054
-1.09263499702939 2.45890092614338
-1.059692485493 2.44871221975992
-1.06439389267998 2.45441097583111
-1.05053226280658 2.4551410845951
-1.04902418851279 2.45330852617985
-1.08749041293875 2.45746890451861
-1.10079468900357 2.46495403461384
-1.10843404943147 2.46491553097142
-1.05765413286641 2.45360990862373
-1.07941402788871 2.45676869597483
-1.08756536689725 2.45850366173929
-1.07190025733807 2.45588527481647
-1.05956449087556 2.45480552519263
-1.08298222988975 2.45599685112131
-1.07230912864716 2.45778364763212
-1.03356385982416 2.4537607067696
-1.13748966873055 2.46769578230735
-1.08088299998836 2.4557823961182
-1.08995034184729 2.45773567581536
-1.08146974342145 2.45907110616565
-1.07669101030163 2.45787100794219
-1.06645468053981 2.45693177392906
-1.10103470317766 2.4602203090599
-1.08996450965668 2.46222833344484
-1.07587947020027 2.45803929934891
-1.05686325559132 2.45165296374651
-1.12135554095569 2.46594175863298
-1.08006166861054 2.4569814471666
-1.07236117708788 2.45527292839903
-1.07227597055791 2.45387200674754
-1.09008311605153 2.45633811754349
-1.05735203735464 2.45156997597465
-1.0738613133097 2.4590275115383
-1.09067105292224 2.46016710118132
-1.09588243442049 2.45829254104333
-1.09277795017437 2.45904731921334
-1.05706333834185 2.45443144643316
-1.08731401229934 2.45725785159289
-1.08470224868751 2.45664969849691
-1.09664701568714 2.45738548065281
-1.09169910820537 2.45776941874354
-1.10522548750918 2.46144774357181
-1.06962661595318 2.45634535189872
-1.05160912589668 2.45492905492719
-1.09473062023624 2.46203630138191
-1.10998713558238 2.46136534214532
-1.05564170903562 2.4546643147408
-1.0680355660824 2.45610388561434
-1.08529383650708 2.45801896161238
-1.06426235140922 2.44994861565221
-1.09005223361812 2.45865203985048
-1.07490951522759 2.45864079874329
-1.08641327033947 2.46291005765744
-1.10333547842123 2.46146458439474
-1.07365421750807 2.45542693823954
-1.06331972475144 2.45536872936617
-1.07673475916135 2.45577072917794
-1.0740651833594 2.45974159697633
-1.07621044224863 2.45332686244705
-1.07558695821116 2.45730794897967
-1.07489258412862 2.45559262942297
-1.06402696972787 2.45289352887314
-1.08169441510487 2.45754920618836
-1.06711742748368 2.4542428883629
-1.10578751162782 2.46319375859127
-1.04167109742389 2.45161597725064
-1.11414181667158 2.46008152688439
-1.08292435946239 2.46256790170361
-1.10857508597395 2.46491005566028
-1.08621386298973 2.45729972464042
-1.08504968528689 2.46031071273823
-1.08115896328447 2.46010248800874
-1.07277191621738 2.45748334400252
-1.07320222504537 2.45659943126721
-1.07704019622349 2.45714343230147
-1.09495094436891 2.45881443908011
-1.09991208794635 2.45988241369394
-1.06424924300698 2.45689843633726
-1.07774508679161 2.45405549841755
-1.06324921997656 2.45690705068436
-1.08218036128583 2.45845845544513
-1.09968784710699 2.46462064057466
-1.0910341874122 2.45706565716102
-1.1228592391122 2.4658262804907
-1.06792388549501 2.45791418286293
-1.0722802821634 2.4586674549555
-1.06815187863897 2.45879833665424
-1.04752183109479 2.45095930362194
-1.04204104989965 2.45286351019365
-1.08530343073407 2.46023486660797
-1.04836634452168 2.4504968803147
-1.07971791739584 2.45532962674087
-1.06899304492755 2.45362848414045
-1.11375604404132 2.4634811670933
-1.09025232528131 2.45901682434091
-1.0633947158286 2.45511345319439
-1.08432737267379 2.4621682545787
-1.07434387624415 2.45716840463057
-1.06092039989632 2.45559523676404
-1.07807198515281 2.45757128374452
-1.07349116648648 2.45700832419765
-1.06465128320529 2.45649071380204
